MS,GS,S
0.015253237417512316,0.07831200917418406,87.91324746614045
0.03872661633052351,0.36065051487460126,219.7934876536947
0.05837806076219042,0.24450733779966516,72.65179858632732
0.1303494668885176,2.0212148597735493,343.99505513359776
0.08264566166068629,1.6824805746221554,364.76894359357584
0.15545110109855306,7.8779697501884804,343.0030268070415
0.05983048353822014,1.6560422322492718,227.12441281190235
0.6,9.993840285569558,386.9571938085037
0.023749422689061914,0.4200900771436411,115.33469559810796
0.04615736316415197,0.9954952704235321,259.2458550131864
0.06100400625921759,1.6431706033273132,384.5144312767144
0.04083277228762256,0.28270671161407784,86.32482204994298
0.04692898298537714,1.819610019228449,91.02631486437281
0.09270756432468208,4.81656024983182,359.58907513419683
0.26964697831297546,2.987211375716204,295.3242546234687
0.3978685652362652,10,400
0.013569603029372214,0.09652595804751461,57.04752685466277
0.07054264635496706,0.9900423438462033,171.96328062293503
0.06519656713285858,0.19886785895050785,73.43224669014981
0.006959233148449068,0.07101860893752504,122.73372689421134
0.10868745600851053,1.8973950851920083,400
0.21833539683681108,3.965075336510326,253.7992666482781
0.054929206279657875,1.3858313157284332,321.3409614266983
0.24663356844074427,4.792139675857389,400
0.004236164966358063,0.023535378591154444,59.06604495019617
0.15935337050496823,1.6361592939428304,227.82572965703267
0.039786797555365704,0.4992174451370535,182.35606550139596
0.08713306864061884,1.8241293497524085,180.72958635316212
0.09167345715159675,0.3938433252622439,224.26150968339476
0.3980615548284582,1.7096588846333938,279.73043331758356
0.03309983567264894,0.8393951163177116,100.05422016791834
0.11600470907146444,5.909845111948819,172.44366426621403
0.07115525410484391,0.6456446937394489,121.14225418078311
0.015826195403635848,0.11108025080555074,151.21833011670583
0.11964995087262151,2.617847504240092,356.95875474074234
0.1593852624189727,1.4752306793275944,115.38370382670577
0.01233092829304441,0.04507324301347015,94.4667870011163
0.021722967213513904,0.06650574653635717,78.28625644270012
0.02912358848623095,0.13798623296694457,123.7105828671294
0.2323272070326996,1.1820840821140002,180.63347353024318
0.194761395230648,2.365612107402792,221.26217304255988
0.5099810301445975,6.894550734887863,400
0.0423549337908341,0.17734643023126287,156.90136908955958
0.10169371703780984,1.2016112086464057,287.2381151527079
0.21498183957670378,3.683177032852597,243.7972015209149
0.019985587246347157,0.218129252444276,94.52104805951548
0.009525004188915548,0.18102582152704,124.98722033369498
0.06650004960620506,1.122055885086477,400
0.00826109017172292,0.2930898697666011,66.24961019070336
0.06089192263645069,3.1482951278611258,289.25198371112737
0.029692729594599853,0.24863055184098803,176.14645754596364
0.06025025719970988,0.1825226855579414,84.0556770469038
0.01261546066318071,0.05813031798415936,79.23756350693023
0.006533509829266367,0.1872840985893551,35.033220929844596
0.025522358083469792,0.23840493853706246,116.58599437303509
0.016942724919014558,1.8776230146424557,305.3081404159511
0.3668784074531382,10,279.58620379062705
0.00849848015155453,0.3671437669682367,236.91476908277767
0.1661294573122812,2.0262585442085483,190.25830698903383
0.22163830845199556,2.662628182353437,249.552155608067
7.394207217333095e-4,0.020740607644582736,82.69267916992067
0.020463830872728555,0.49478671921564105,274.2791591398108
0.6,10,400
0.028108908796293026,0.7336327881943132,147.27783252696054
0.07959843801828878,0.35156041018895884,90.027578350222
0.06182685780904343,1.3400697022601018,232.36765132313909
0.033158268660732244,0.20397943196819995,161.27418784451774
0.04908781448873023,0.5322671782743892,105.21117707371312
0.2787489903774661,0.7886163713325721,257.16632203991594
0.009661671739582723,0.040511830853711864,78.55885137978186
0.5295315285486186,6.897242739554482,400
0.030661569060019635,0.3939318270134638,215.5857224864865
0.07967585582168832,1.635472915845372,168.74439482282332
0.042984474269182366,0.33076016835718447,208.5056106248315
0.010338800767718533,0.07992458567252958,153.2324644037518
0.6,4.376873769791928,349.032294752353
0.08299971436313412,2.647605127034678,269.27059424953075
0.33595325458147696,2.746878034420649,303.70868835766413
0.028110797906980442,0.6938287864837265,73.94651453746057
0.021523384260534916,0.3704236151343116,117.80119639863597
0.09367525235568289,0.4946754090514482,100.30889784200701
0.33422169681997205,2.7940072698218787,204.65353838962307
0.021987094094412383,0.4257889190161812,142.30544354458635
0.04004883223811746,1.8723104856920132,305.8178380591493
0.007294416495330311,0.15528036311721977,82.76870750748363
0.09111663068851883,1.1660999684660478,252.80825236741987
0.008573825656673372,0.17514574512272504,37.33005650605551
0.018425608452272278,0.15504036558709228,105.28790002302057
0.11576420856992026,1.5602294345851377,400
0.016347711884148353,0.6849491960923852,127.24531463299567
0.03131500848749359,0.49813483389190466,354.18436665993966
0.15811548094268973,2.5185881901053158,213.70119139634147
0.22739839780104068,1.3961893837862402,400
0.5242382887862245,2.2129490201477626,252.16380362578553
0.028419054556009578,0.5015366001447841,204.4332911650678
0.031136342431308014,0.21418216855315886,163.95949784733006
0.03330614530685297,0.2145267286789805,96.7562788291827
0.12079857454083304,0.5319969674833064,306.5580359206812
0.5246165730372394,4.360910616446848,239.9282650780139
0.1433452321874824,0.6406253828844494,265.91393506739826
0.03634274861006404,0.5358058110981451,340.32076813032273
0.027875616257213492,0.7822515895858931,142.39174322015745
0.01585522803140102,0.19129669076227895,140.01663699678213
0.0943606301095539,0.4963211648987541,246.56375289391684
0.09523640338655102,0.5024450688295201,264.43316754722116
0.022169743028402182,0.5635277158329057,101.21183732436063
0.05467095545060812,0.32918403251333545,82.50546816270472
0.31760614584237223,0.48481179257642093,310.22252130742066
0.012069718921362273,0.19344242859698832,147.02046538778652
0.04957120367899774,0.7516844397451778,358.0022168933779
0.16184984508246633,5.689047703450556,366.80109128262285
0.01821353812920502,0.6742510728376212,179.43785597100538
0.06052764577454233,1.4486427916948812,152.5497986832571
0.03708763305646924,0.310716757458173,193.4754948465075
0.03480463079509578,0.6111257252405748,207.6293377561288
0.29120534690255395,4.158643660407968,400
0.0407649458945874,0.7641913708989789,149.5717372701525
0.11445098642343443,0.22822557032379923,76.55017178976796
0.04651163657738023,0.3093381693135525,217.6557766254395
0.07225726335436419,0.8525642688588593,208.90428613283277
0.0860511358622223,0.42986271417191885,155.99801168217917
0.029909543497832255,0.4837724068900094,146.83031247068726
0.03198003254610813,0.4224966528684318,210.80604595007938
0.05859858752466186,0.6914351280715937,195.35746075049178
0.02382987014566465,0.25342598176660824,195.8564652628276
